pclass,survived,sex,age,sibsp,parch,fare,embarked,title,deck
2.0,0.0,male,54.0,0.0,0.0,26.0,S,Mr,A
2.0,1.0,male,8.0,0.0,2.0,32.5,S,Master,F
2.0,0.0,male,42.0,1.0,1.0,32.5,S,Mr,C
2.0,1.0,female,34.0,1.0,1.0,32.5,S,Mrs,E
2.0,1.0,female,27.0,1.0,0.0,13.8583,C,Miss,E
2.0,1.0,female,30.0,1.0,0.0,13.8583,C,Miss,E
2.0,0.0,male,23.0,0.0,0.0,13.0,S,Mr,F
2.0,0.0,male,21.0,0.0,0.0,13.0,S,Mr,F
2.0,0.0,male,18.0,0.0,0.0,13.0,S,Mr,F
2.0,0.0,male,40.0,1.0,0.0,26.0,S,Mr,F
2.0,1.0,female,29.0,1.0,0.0,26.0,S,Mrs,E
2.0,0.0,male,18.0,0.0,0.0,10.5,S,Mr,F
2.0,0.0,male,36.0,0.0,0.0,13.0,S,Mr,F
2.0,0.0,male,34.510812241582244,0.0,0.0,0.0,S,Mr,F
2.0,0.0,female,38.0,0.0,0.0,13.0,S,Miss,F
2.0,0.0,male,35.0,0.0,0.0,26.0,S,Mr,F
2.0,0.0,male,38.0,1.0,0.0,21.0,S,Mr,F
2.0,0.0,male,34.0,1.0,0.0,21.0,S,Mr,F
2.0,1.0,female,34.0,0.0,0.0,13.0,S,Miss,E
2.0,0.0,male,16.0,0.0,0.0,26.0,S,Mr,D
2.0,0.0,male,26.0,0.0,0.0,10.5,S,Mr,F
2.0,0.0,male,47.0,0.0,0.0,10.5,S,Mr,A
2.0,0.0,male,21.0,1.0,0.0,11.5,S,Mr,F
2.0,0.0,male,21.0,1.0,0.0,11.5,S,Mr,F
2.0,0.0,male,24.0,0.0,0.0,13.5,S,Mr,F
2.0,0.0,male,24.0,0.0,0.0,13.0,S,Mr,F
2.0,0.0,male,34.0,0.0,0.0,13.0,S,Mr,F
2.0,0.0,male,30.0,0.0,0.0,13.0,S,Mr,F
2.0,0.0,male,52.0,0.0,0.0,13.0,S,Mr,A
2.0,0.0,male,30.0,0.0,0.0,13.0,S,Mr,F
2.0,1.0,male,0.6667,1.0,1.0,14.5,S,Master,F
2.0,1.0,female,24.0,0.0,2.0,14.5,S,Mrs,F
2.0,0.0,male,44.0,0.0,0.0,13.0,S,Mr,A
2.0,1.0,female,6.0,0.0,1.0,33.0,S,Miss,F
2.0,0.0,male,28.0,0.0,1.0,33.0,S,Rare Title,B
2.0,1.0,male,62.0,0.0,0.0,10.5,S,Mr,C
2.0,0.0,male,30.0,0.0,0.0,10.5,S,Mr,F
2.0,1.0,female,7.0,0.0,2.0,26.25,S,Miss,G
2.0,0.0,male,43.0,1.0,1.0,26.25,S,Mr,C
2.0,1.0,female,45.0,1.0,1.0,26.25,S,Mrs,D
2.0,1.0,female,24.0,1.0,2.0,65.0,S,Miss,B
2.0,1.0,female,24.0,1.0,2.0,65.0,S,Miss,B
2.0,0.0,male,49.0,1.0,2.0,65.0,S,Mr,C
2.0,1.0,female,48.0,1.0,2.0,65.0,S,Mrs,D
2.0,1.0,female,55.0,0.0,0.0,16.0,S,Mrs,C
2.0,0.0,male,24.0,2.0,0.0,73.5,S,Mr,D
2.0,0.0,male,32.0,2.0,0.0,73.5,S,Mr,C
2.0,0.0,male,21.0,2.0,0.0,73.5,S,Mr,D
2.0,0.0,female,18.0,1.0,1.0,13.0,S,Miss,G
2.0,1.0,female,20.0,2.0,1.0,23.0,S,Miss,D
2.0,0.0,male,23.0,2.0,1.0,11.5,S,Mr,F
2.0,0.0,male,36.0,0.0,0.0,13.0,S,Mr,F
2.0,1.0,female,54.0,1.0,3.0,23.0,S,Mrs,C
2.0,0.0,male,50.0,0.0,0.0,13.0,S,Mr,A
2.0,0.0,male,44.0,1.0,0.0,26.0,S,Mr,C
2.0,1.0,female,29.0,1.0,0.0,26.0,S,Mrs,E
2.0,0.0,male,21.0,0.0,0.0,73.5,S,Mr,D
2.0,1.0,male,42.0,0.0,0.0,13.0,S,Mr,E
2.0,0.0,male,63.0,1.0,0.0,26.0,S,Mr,A
2.0,0.0,female,60.0,1.0,0.0,26.0,S,Mrs,B
2.0,0.0,male,33.0,0.0,0.0,12.275,S,Mr,F
2.0,1.0,female,17.0,0.0,0.0,10.5,S,Miss,G
2.0,0.0,male,42.0,1.0,0.0,27.0,S,Mr,C
2.0,1.0,female,24.0,2.0,1.0,27.0,S,Mrs,D
2.0,0.0,male,47.0,0.0,0.0,15.0,S,Mr,A
2.0,0.0,male,24.0,2.0,0.0,31.5,S,Mr,D
2.0,0.0,male,22.0,2.0,0.0,31.5,S,Mr,D
2.0,0.0,male,32.0,0.0,0.0,10.5,S,Mr,F
2.0,1.0,female,23.0,0.0,0.0,13.7917,C,Mrs,D
2.0,0.0,male,34.0,1.0,0.0,26.0,S,Mr,F
2.0,1.0,female,24.0,1.0,0.0,26.0,S,Mrs,F
2.0,0.0,female,22.0,0.0,0.0,21.0,S,Mrs,G
2.0,1.0,female,33.24170163361441,0.0,0.0,12.35,Q,Miss,E
2.0,0.0,male,35.0,0.0,0.0,12.35,Q,Mr,F
2.0,1.0,female,45.0,0.0,0.0,13.5,S,Mrs,E
2.0,0.0,male,57.0,0.0,0.0,12.35,Q,Rare Title,A
2.0,0.0,male,34.510812241582244,0.0,0.0,0.0,S,Mr,F
2.0,0.0,male,31.0,0.0,0.0,10.5,S,Mr,F
2.0,0.0,female,26.0,1.0,1.0,26.0,S,Mrs,F
2.0,0.0,male,30.0,1.0,1.0,26.0,S,Rare Title,B
2.0,0.0,male,39.901376785675836,0.0,0.0,10.7083,Q,Mr,F
2.0,1.0,female,1.0,1.0,2.0,41.5792,C,Miss,F
2.0,1.0,female,3.0,1.0,2.0,41.5792,C,Miss,F
2.0,0.0,male,25.0,1.0,2.0,41.5792,C,Mr,D
2.0,1.0,female,22.0,1.0,2.0,41.5792,C,Mrs,D
2.0,1.0,female,17.0,0.0,0.0,12.0,C,Miss,G
2.0,1.0,female,22.72421791210295,0.0,0.0,33.0,S,Miss,D
2.0,1.0,female,34.0,0.0,0.0,10.5,S,Mrs,F
2.0,0.0,male,36.0,0.0,0.0,12.875,C,Mr,D
2.0,0.0,male,24.0,0.0,0.0,10.5,S,Mr,F
2.0,0.0,male,61.0,0.0,0.0,12.35,Q,Mr,A
2.0,0.0,male,50.0,1.0,0.0,26.0,S,Mr,C
2.0,1.0,female,42.0,1.0,0.0,26.0,S,Mrs,C
2.0,0.0,female,57.0,0.0,0.0,10.5,S,Mrs,E
2.0,0.0,male,34.134138632486696,0.0,0.0,15.0458,C,Mr,D
2.0,1.0,male,1.0,0.0,2.0,37.0042,C,Master,F
2.0,0.0,male,31.0,1.0,1.0,37.0042,C,Mr,F
2.0,1.0,female,24.0,1.0,1.0,37.0042,C,Mrs,D
2.0,0.0,male,32.337604546949485,0.0,0.0,15.5792,C,Mr,F
2.0,0.0,male,30.0,0.0,0.0,13.0,S,Mr,F
2.0,0.0,male,40.0,0.0,0.0,16.0,S,Mr,F
2.0,0.0,male,32.0,0.0,0.0,13.5,S,Mr,F
2.0,0.0,male,30.0,0.0,0.0,13.0,S,Mr,F
2.0,0.0,male,46.0,0.0,0.0,26.0,S,Mr,C
2.0,1.0,female,13.0,0.0,1.0,19.5,S,Miss,F
2.0,1.0,female,41.0,0.0,1.0,19.5,S,Mrs,E
2.0,1.0,male,19.0,0.0,0.0,10.5,S,Mr,F
2.0,0.0,male,39.0,0.0,0.0,13.0,S,Mr,F
2.0,0.0,male,48.0,0.0,0.0,13.0,S,Mr,A
2.0,0.0,male,70.0,0.0,0.0,10.5,S,Mr,A
2.0,0.0,male,27.0,0.0,0.0,13.0,S,Rare Title,B
2.0,0.0,male,54.0,0.0,0.0,14.0,S,Rare Title,A
2.0,0.0,male,39.0,0.0,0.0,26.0,S,Mr,F
2.0,0.0,male,16.0,0.0,0.0,10.5,S,Mr,F
2.0,0.0,male,62.0,0.0,0.0,9.6875,Q,Mr,A
2.0,0.0,male,32.5,1.0,0.0,30.0708,C,Mr,F
2.0,1.0,female,14.0,1.0,0.0,30.0708,C,Mrs,F
2.0,1.0,male,2.0,1.0,1.0,26.0,S,Master,F
2.0,1.0,male,3.0,1.0,1.0,26.0,S,Master,F
2.0,0.0,male,36.5,0.0,2.0,26.0,S,Mr,F
2.0,0.0,male,26.0,0.0,0.0,13.0,S,Mr,F
2.0,0.0,male,19.0,1.0,1.0,36.75,S,Mr,D
2.0,0.0,male,28.0,0.0,0.0,13.5,S,Mr,F
2.0,1.0,male,20.0,0.0,0.0,13.8625,C,Mr,D
2.0,1.0,female,29.0,0.0,0.0,10.5,S,Mrs,F
2.0,0.0,male,39.0,0.0,0.0,13.0,S,Mr,F
2.0,1.0,male,22.0,0.0,0.0,10.5,S,Mr,F
2.0,1.0,male,32.32101692460529,0.0,0.0,13.8625,C,Mr,E
2.0,0.0,male,23.0,0.0,0.0,10.5,S,Rare Title,B
2.0,1.0,male,29.0,0.0,0.0,13.8583,C,Mr,E
2.0,0.0,male,28.0,0.0,0.0,10.5,S,Mr,F
2.0,0.0,male,34.510812241582244,0.0,0.0,0.0,S,Mr,F
2.0,1.0,female,50.0,0.0,1.0,26.0,S,Mrs,C
2.0,0.0,male,19.0,0.0,0.0,10.5,S,Mr,F
2.0,0.0,male,32.42730115540692,0.0,0.0,15.05,C,Mr,F
2.0,0.0,male,41.0,0.0,0.0,13.0,S,Rare Title,A
2.0,1.0,female,21.0,0.0,1.0,21.0,S,Miss,D
2.0,1.0,female,19.0,0.0,0.0,26.0,S,Miss,D
2.0,0.0,male,43.0,0.0,1.0,21.0,S,Mr,C
2.0,1.0,female,32.0,0.0,0.0,13.0,S,Mrs,E
2.0,0.0,male,34.0,0.0,0.0,13.0,S,Mr,F
2.0,1.0,male,30.0,0.0,0.0,12.7375,C,Mr,E
2.0,0.0,male,27.0,0.0,0.0,15.0333,C,Mr,F
2.0,1.0,female,2.0,1.0,1.0,26.0,S,Miss,G
2.0,1.0,female,8.0,1.0,1.0,26.0,S,Miss,G
2.0,1.0,female,33.0,0.0,2.0,26.0,S,Mrs,E
2.0,0.0,male,36.0,0.0,0.0,10.5,S,Mr,F
2.0,0.0,male,34.0,1.0,0.0,21.0,S,Mr,F
2.0,1.0,female,30.0,3.0,0.0,21.0,S,Mrs,E
2.0,1.0,female,28.0,0.0,0.0,13.0,S,Miss,E
2.0,0.0,male,23.0,0.0,0.0,15.0458,C,Mr,F
2.0,1.0,male,0.8333,1.0,1.0,18.75,S,Master,F
2.0,1.0,male,3.0,1.0,1.0,18.75,S,Master,F
2.0,1.0,female,24.0,2.0,3.0,18.75,S,Mrs,F
2.0,1.0,female,50.0,0.0,0.0,10.5,S,Miss,D
2.0,0.0,male,19.0,0.0,0.0,10.5,S,Mr,F
2.0,1.0,female,21.0,0.0,0.0,10.5,S,Miss,F
2.0,0.0,male,26.0,0.0,0.0,13.0,S,Mr,F
2.0,0.0,male,25.0,0.0,0.0,13.0,S,Mr,F
2.0,0.0,male,27.0,0.0,0.0,26.0,S,Mr,F
2.0,1.0,female,25.0,0.0,1.0,26.0,S,Mrs,D
2.0,1.0,female,18.0,0.0,2.0,13.0,S,Miss,F
2.0,1.0,female,20.0,0.0,0.0,36.75,S,Miss,D
2.0,1.0,female,30.0,0.0,0.0,13.0,S,Miss,E
2.0,0.0,male,59.0,0.0,0.0,13.5,S,Mr,A
2.0,1.0,female,30.0,0.0,0.0,12.35,Q,Miss,E
2.0,0.0,male,35.0,0.0,0.0,10.5,S,Mr,F
2.0,1.0,female,40.0,0.0,0.0,13.0,S,Miss,E
2.0,0.0,male,25.0,0.0,0.0,13.0,S,Mr,F
2.0,0.0,male,41.0,0.0,0.0,15.0458,C,Mr,A
2.0,0.0,male,25.0,0.0,0.0,10.5,S,Mr,F
2.0,0.0,male,18.5,0.0,0.0,13.0,S,Mr,F
2.0,0.0,male,14.0,0.0,0.0,65.0,S,Mr,D
2.0,1.0,female,50.0,0.0,0.0,10.5,S,Miss,D
2.0,0.0,male,23.0,0.0,0.0,13.0,S,Mr,F
2.0,1.0,female,28.0,0.0,0.0,12.65,S,Mrs,F
2.0,1.0,female,27.0,0.0,0.0,10.5,S,Miss,E
2.0,0.0,male,29.0,1.0,0.0,21.0,S,Mr,F
2.0,0.0,female,27.0,1.0,0.0,21.0,S,Mrs,F
2.0,0.0,male,40.0,0.0,0.0,13.0,S,Mr,F
2.0,1.0,female,31.0,0.0,0.0,21.0,S,Miss,E
2.0,0.0,male,30.0,1.0,0.0,21.0,S,Mr,F
2.0,0.0,male,23.0,1.0,0.0,10.5,S,Mr,F
2.0,1.0,female,31.0,0.0,0.0,21.0,S,Mrs,E
2.0,0.0,male,34.510812241582244,0.0,0.0,0.0,S,Mr,F
2.0,1.0,female,12.0,0.0,0.0,15.75,S,Miss,G
2.0,1.0,female,40.0,0.0,0.0,15.75,S,Mrs,E
2.0,1.0,female,32.5,0.0,0.0,13.0,S,Miss,E
2.0,0.0,male,27.0,1.0,0.0,26.0,S,Mr,F
2.0,1.0,female,29.0,1.0,0.0,26.0,S,Mrs,E
2.0,1.0,male,2.0,1.0,1.0,23.0,S,Master,F
2.0,1.0,female,4.0,1.0,1.0,23.0,S,Miss,G
2.0,1.0,female,29.0,0.0,2.0,23.0,S,Mrs,E
2.0,1.0,female,0.9167,1.0,2.0,27.75,S,Miss,G
2.0,1.0,female,5.0,1.0,2.0,27.75,S,Miss,G
2.0,0.0,male,36.0,1.0,2.0,27.75,S,Mr,F
2.0,1.0,female,33.0,1.0,2.0,27.75,S,Mrs,E
2.0,0.0,male,66.0,0.0,0.0,10.5,S,Mr,A
2.0,0.0,male,34.483122748987185,0.0,0.0,12.875,S,Mr,F
2.0,1.0,male,31.0,0.0,0.0,13.0,S,Mr,E
2.0,1.0,male,34.105725316371164,0.0,0.0,13.0,S,Mr,E
2.0,1.0,female,26.0,0.0,0.0,13.5,S,Miss,E
2.0,0.0,female,24.0,0.0,0.0,13.0,S,Miss,F
3.0,0.0,male,42.0,0.0,0.0,7.55,S,Mr,A
3.0,0.0,male,13.0,0.0,2.0,20.25,S,Master,A
3.0,0.0,male,16.0,1.0,1.0,20.25,S,Mr,F
3.0,1.0,female,35.0,1.0,1.0,20.25,S,Mrs,E
3.0,1.0,female,16.0,0.0,0.0,7.65,S,Miss,G
3.0,1.0,male,25.0,0.0,0.0,7.65,S,Mr,F
3.0,1.0,male,20.0,0.0,0.0,7.925,S,Mr,F
3.0,1.0,female,18.0,0.0,0.0,7.2292,C,Mrs,G
3.0,0.0,male,30.0,0.0,0.0,7.25,S,Mr,F
3.0,0.0,male,26.0,0.0,0.0,8.05,S,Mr,F
3.0,0.0,female,40.0,1.0,0.0,9.475,S,Mrs,F
3.0,1.0,male,0.8333,0.0,1.0,9.35,S,Master,F
3.0,1.0,female,18.0,0.0,1.0,9.35,S,Mrs,G
3.0,1.0,male,26.0,0.0,0.0,18.7875,C,Mr,F
3.0,0.0,male,26.0,0.0,0.0,7.8875,S,Mr,F
3.0,0.0,male,20.0,0.0,0.0,7.925,S,Mr,F
3.0,0.0,male,24.0,0.0,0.0,7.05,S,Mr,F
3.0,0.0,male,25.0,0.0,0.0,7.05,S,Mr,F
3.0,0.0,male,35.0,0.0,0.0,8.05,S,Mr,F
3.0,0.0,male,18.0,0.0,0.0,8.3,S,Mr,F
3.0,0.0,male,32.0,0.0,0.0,22.525,S,Mr,F
3.0,1.0,female,19.0,1.0,0.0,7.8542,S,Miss,F
3.0,0.0,male,4.0,4.0,2.0,31.275,S,Master,A
3.0,0.0,female,6.0,4.0,2.0,31.275,S,Miss,G
3.0,0.0,female,2.0,4.0,2.0,31.275,S,Miss,G
3.0,1.0,female,17.0,4.0,2.0,7.925,S,Miss,G
3.0,0.0,female,38.0,4.0,2.0,7.775,S,Miss,F
3.0,0.0,female,9.0,4.0,2.0,31.275,S,Miss,G
3.0,0.0,female,11.0,4.0,2.0,31.275,S,Miss,G
3.0,0.0,male,39.0,1.0,5.0,31.275,S,Mr,F
3.0,1.0,male,27.0,0.0,0.0,7.7958,S,Mr,F
3.0,0.0,male,26.0,0.0,0.0,7.775,S,Mr,F
3.0,0.0,female,39.0,1.0,5.0,31.275,S,Mrs,C
3.0,0.0,male,20.0,0.0,0.0,7.8542,S,Mr,F
3.0,0.0,male,26.0,0.0,0.0,7.8958,S,Mr,F
3.0,0.0,male,25.0,1.0,0.0,17.8,S,Mr,F
3.0,0.0,female,18.0,1.0,0.0,17.8,S,Mrs,G
3.0,0.0,male,24.0,0.0,0.0,7.775,S,Mr,F
3.0,0.0,male,35.0,0.0,0.0,7.05,S,Mr,F
3.0,0.0,male,5.0,4.0,2.0,31.3875,S,Master,A
3.0,0.0,male,9.0,4.0,2.0,31.3875,S,Master,A
3.0,1.0,male,3.0,4.0,2.0,31.3875,S,Master,F
3.0,0.0,male,13.0,4.0,2.0,31.3875,S,Master,A
3.0,1.0,female,5.0,4.0,2.0,31.3875,S,Miss,F
3.0,0.0,male,40.0,1.0,5.0,31.3875,S,Mr,C
3.0,1.0,male,23.0,0.0,0.0,7.7958,S,Mr,F
3.0,1.0,female,38.0,1.0,5.0,31.3875,S,Mrs,C
3.0,1.0,female,45.0,0.0,0.0,7.225,C,Mrs,E
3.0,0.0,male,21.0,0.0,0.0,7.225,C,Mr,F
3.0,0.0,male,23.0,0.0,0.0,7.05,S,Mr,F
3.0,0.0,female,17.0,0.0,0.0,14.4583,C,Miss,G
3.0,0.0,male,30.0,0.0,0.0,7.225,C,Mr,F
3.0,0.0,male,23.0,0.0,0.0,7.8542,S,Mr,F
3.0,1.0,female,13.0,0.0,0.0,7.2292,C,Miss,G
3.0,0.0,male,20.0,0.0,0.0,7.225,C,Mr,F
3.0,0.0,male,32.0,1.0,0.0,15.85,S,Mr,F
3.0,1.0,female,33.0,3.0,0.0,15.85,S,Mrs,E
3.0,1.0,female,0.75,2.0,1.0,19.2583,C,Miss,G
3.0,1.0,female,0.75,2.0,1.0,19.2583,C,Miss,G
3.0,1.0,female,5.0,2.0,1.0,19.2583,C,Miss,G
3.0,1.0,female,24.0,0.0,3.0,19.2583,C,Mrs,F
3.0,1.0,female,18.0,0.0,0.0,8.05,S,Miss,G
3.0,0.0,male,40.0,0.0,0.0,7.225,C,Mr,F
3.0,0.0,male,26.0,0.0,0.0,7.8958,S,Mr,F
3.0,1.0,male,20.0,0.0,0.0,7.2292,C,Mr,F
3.0,0.0,female,18.0,0.0,1.0,14.4542,C,Miss,G
3.0,0.0,female,45.0,0.0,1.0,14.4542,C,Mrs,C
3.0,0.0,female,27.0,0.0,0.0,7.8792,Q,Miss,F
3.0,0.0,male,22.0,0.0,0.0,8.05,S,Mr,F
3.0,0.0,male,19.0,0.0,0.0,8.05,S,Mr,F
3.0,0.0,male,26.0,0.0,0.0,7.775,S,Mr,F
3.0,0.0,male,22.0,0.0,0.0,9.35,S,Mr,F
3.0,0.0,male,12.195545842022774,0.0,0.0,7.2292,C,Master,F
3.0,0.0,male,20.0,0.0,0.0,4.0125,C,Mr,F
3.0,1.0,male,32.0,0.0,0.0,56.4958,S,Mr,C
3.0,0.0,male,21.0,0.0,0.0,7.775,S,Mr,F
3.0,0.0,male,18.0,0.0,0.0,7.75,S,Mr,F
3.0,0.0,male,26.0,0.0,0.0,7.8958,S,Mr,F
3.0,0.0,male,6.0,1.0,1.0,15.2458,C,Master,F
3.0,0.0,female,9.0,1.0,1.0,15.2458,C,Miss,G
3.0,0.0,male,27.816535817370927,0.0,0.0,7.225,C,Mr,F
3.0,0.0,female,38.14543713591189,0.0,2.0,15.2458,C,Mrs,F
3.0,0.0,female,27.742582586679603,0.0,2.0,7.75,Q,Miss,F
3.0,0.0,male,40.0,1.0,1.0,15.5,Q,Mr,F
3.0,0.0,female,32.0,1.0,1.0,15.5,Q,Mrs,F
3.0,0.0,male,21.0,0.0,0.0,16.1,S,Mr,F
3.0,1.0,female,22.0,0.0,0.0,7.725,Q,Miss,F
3.0,0.0,female,20.0,0.0,0.0,7.8542,S,Miss,G
3.0,0.0,male,29.0,1.0,0.0,7.0458,S,Mr,F
3.0,0.0,male,22.0,1.0,0.0,7.25,S,Mr,F
3.0,0.0,male,22.0,0.0,0.0,7.7958,S,Mr,F
3.0,0.0,male,35.0,0.0,0.0,8.05,S,Mr,F
3.0,0.0,female,18.5,0.0,0.0,7.2833,Q,Miss,G
3.0,1.0,male,21.0,0.0,0.0,7.8208,Q,Mr,F
3.0,0.0,male,19.0,0.0,0.0,6.75,Q,Mr,F
3.0,0.0,female,18.0,0.0,0.0,7.8792,Q,Miss,G
3.0,0.0,female,21.0,0.0,0.0,8.6625,S,Miss,G
3.0,0.0,female,30.0,0.0,0.0,8.6625,S,Miss,F
3.0,0.0,male,18.0,0.0,0.0,8.6625,S,Mr,F
3.0,0.0,male,38.0,0.0,0.0,8.6625,S,Mr,F
3.0,0.0,male,17.0,0.0,0.0,8.6625,S,Mr,F
3.0,0.0,male,17.0,0.0,0.0,8.6625,S,Mr,F
3.0,0.0,female,21.0,0.0,0.0,7.75,Q,Miss,G
3.0,0.0,male,21.0,0.0,0.0,7.75,Q,Mr,F
3.0,0.0,male,21.0,0.0,0.0,8.05,S,Mr,F
3.0,0.0,male,25.510058981436227,1.0,0.0,14.4583,C,Mr,F
3.0,0.0,female,33.16660559195259,1.0,0.0,14.4583,C,Mrs,F
3.0,0.0,male,28.0,0.0,0.0,7.7958,S,Mr,F
3.0,0.0,male,24.0,0.0,0.0,7.8542,S,Mr,F
3.0,1.0,female,16.0,0.0,0.0,7.75,Q,Miss,G
3.0,0.0,female,37.0,0.0,0.0,7.75,Q,Miss,F
3.0,0.0,male,28.0,0.0,0.0,7.25,S,Mr,F
3.0,0.0,male,24.0,0.0,0.0,8.05,S,Mr,F
3.0,0.0,male,21.0,0.0,0.0,7.7333,Q,Mr,F
3.0,1.0,male,32.0,0.0,0.0,56.4958,S,Mr,C
3.0,0.0,male,29.0,0.0,0.0,8.05,S,Mr,F
3.0,0.0,male,26.0,1.0,0.0,14.4542,C,Mr,F
3.0,0.0,male,18.0,1.0,0.0,14.4542,C,Mr,F
3.0,0.0,male,20.0,0.0,0.0,7.05,S,Mr,F
3.0,1.0,male,18.0,0.0,0.0,8.05,S,Mr,F
3.0,0.0,male,24.0,0.0,0.0,7.25,Q,Mr,F
3.0,0.0,male,36.0,0.0,0.0,7.4958,S,Mr,F
3.0,0.0,male,24.0,0.0,0.0,7.4958,S,Mr,F
3.0,0.0,male,31.0,0.0,0.0,7.7333,Q,Mr,F
3.0,0.0,male,31.0,0.0,0.0,7.75,Q,Mr,F
3.0,1.0,female,22.0,0.0,0.0,7.75,Q,Miss,F
3.0,0.0,female,30.0,0.0,0.0,7.6292,Q,Miss,F
3.0,0.0,male,70.5,0.0,0.0,7.75,Q,Mr,A
3.0,0.0,male,43.0,0.0,0.0,8.05,S,Mr,A
3.0,0.0,male,35.0,0.0,0.0,7.8958,S,Mr,F
3.0,0.0,male,27.0,0.0,0.0,7.8958,S,Mr,F
3.0,0.0,male,19.0,0.0,0.0,7.8958,S,Mr,F
3.0,0.0,male,30.0,0.0,0.0,8.05,S,Mr,F
3.0,1.0,male,9.0,1.0,1.0,15.9,S,Master,F
3.0,1.0,male,3.0,1.0,1.0,15.9,S,Master,F
3.0,1.0,female,36.0,0.0,2.0,15.9,S,Mrs,E
3.0,0.0,male,59.0,0.0,0.0,7.25,S,Mr,A
3.0,0.0,male,19.0,0.0,0.0,8.1583,S,Mr,F
3.0,1.0,female,17.0,0.0,1.0,16.1,S,Miss,F
3.0,0.0,male,44.0,0.0,1.0,16.1,S,Mr,A
3.0,0.0,male,17.0,0.0,0.0,8.6625,S,Mr,F
3.0,0.0,male,22.5,0.0,0.0,7.225,C,Mr,F
3.0,1.0,male,45.0,0.0,0.0,8.05,S,Mr,E
3.0,0.0,female,22.0,0.0,0.0,10.5167,S,Miss,F
3.0,0.0,male,19.0,0.0,0.0,10.1708,S,Mr,F
3.0,1.0,female,30.0,0.0,0.0,6.95,Q,Miss,E
3.0,1.0,male,29.0,0.0,0.0,7.75,Q,Mr,F
3.0,0.0,male,0.3333,0.0,2.0,14.4,S,Master,F
3.0,0.0,male,34.0,1.0,1.0,14.4,S,Mr,F
3.0,0.0,female,28.0,1.0,1.0,14.4,S,Mrs,F
3.0,0.0,male,27.0,0.0,0.0,7.8958,S,Mr,F
3.0,0.0,male,25.0,0.0,0.0,7.8958,S,Mr,F
3.0,0.0,male,24.0,2.0,0.0,24.15,S,Mr,F
3.0,0.0,male,22.0,0.0,0.0,8.05,S,Mr,F
3.0,0.0,male,21.0,2.0,0.0,24.15,S,Mr,F
3.0,0.0,male,17.0,2.0,0.0,8.05,S,Mr,F
3.0,0.0,male,27.23765211958518,1.0,0.0,16.1,S,Mr,F
3.0,1.0,female,33.93708221914927,1.0,0.0,16.1,S,Mrs,E
3.0,1.0,male,36.5,1.0,0.0,17.4,S,Mr,E
3.0,1.0,female,36.0,1.0,0.0,17.4,S,Mrs,E
3.0,1.0,male,30.0,0.0,0.0,9.5,S,Mr,E
3.0,0.0,male,16.0,0.0,0.0,9.5,S,Mr,F
3.0,1.0,male,1.0,1.0,2.0,20.575,S,Master,F
3.0,1.0,female,0.1667,1.0,2.0,20.575,S,Miss,G
3.0,0.0,male,26.0,1.0,2.0,20.575,S,Mr,F
3.0,1.0,female,33.0,1.0,2.0,20.575,S,Mrs,E
3.0,0.0,male,25.0,0.0,0.0,7.8958,S,Mr,F
3.0,0.0,male,29.433017937406984,0.0,0.0,7.8958,S,Mr,F
3.0,0.0,male,29.433017937406984,0.0,0.0,7.8958,S,Mr,F
3.0,0.0,male,22.0,0.0,0.0,7.25,S,Mr,F
3.0,0.0,male,36.0,0.0,0.0,7.25,S,Mr,F
3.0,1.0,female,19.0,0.0,0.0,7.8792,Q,Miss,F
3.0,0.0,male,17.0,0.0,0.0,7.8958,S,Mr,F
3.0,0.0,male,42.0,0.0,0.0,8.6625,S,Mr,A
3.0,0.0,male,43.0,0.0,0.0,7.8958,S,Mr,A
3.0,0.0,male,27.816078779461044,0.0,0.0,7.2292,C,Mr,F
3.0,0.0,male,32.0,0.0,0.0,7.75,Q,Mr,F
3.0,1.0,male,19.0,0.0,0.0,8.05,S,Mr,F
3.0,1.0,female,30.0,0.0,0.0,12.475,S,Miss,E
3.0,0.0,female,24.0,0.0,0.0,7.75,Q,Miss,F
3.0,1.0,female,23.0,0.0,0.0,8.05,S,Miss,F
3.0,0.0,male,33.0,0.0,0.0,7.8958,C,Mr,F
3.0,0.0,male,65.0,0.0,0.0,7.75,Q,Mr,A
3.0,1.0,male,24.0,0.0,0.0,7.55,S,Mr,F
3.0,0.0,male,23.0,1.0,0.0,13.9,S,Mr,F
3.0,1.0,female,22.0,1.0,0.0,13.9,S,Mrs,F
3.0,0.0,male,18.0,0.0,0.0,7.775,S,Mr,F
3.0,0.0,male,16.0,0.0,0.0,7.775,S,Mr,F
3.0,0.0,male,45.0,0.0,0.0,6.975,S,Mr,A
3.0,0.0,male,27.816535817370927,0.0,0.0,7.225,C,Mr,F
3.0,0.0,male,39.0,0.0,2.0,7.2292,C,Mr,F
3.0,0.0,male,17.0,1.0,1.0,7.2292,C,Mr,F
3.0,0.0,male,15.0,1.0,1.0,7.2292,C,Mr,F
3.0,0.0,male,47.0,0.0,0.0,7.25,S,Mr,A
3.0,1.0,female,5.0,0.0,0.0,12.475,S,Miss,G
3.0,0.0,male,27.816535817370927,0.0,0.0,7.225,C,Mr,F
3.0,0.0,male,40.5,0.0,0.0,15.1,S,Mr,F
3.0,0.0,male,40.5,0.0,0.0,7.75,Q,Mr,F
3.0,1.0,male,27.060657378816117,0.0,0.0,7.05,S,Mr,F
