pclass,survived,sex,age_orig,sibsp,parch,fare,embarked,boat_nan,title,deck,age_imp_1,age_imp_2,age_imp_3,age_imp_4,age_imp_5,deck_imp_1,deck_imp_2,deck_imp_3,deck_imp_4,deck_imp_5
1,0,male,54.0,0,0,51.8625,S,0,Mr,E,54.0,54.0,54.0,54.0,54.0,5.0,5.0,5.0,5.0,5.0
1,1,male,36.0,0,0,26.2875,S,1,Mr,E,36.0,36.0,36.0,36.0,36.0,5.0,5.0,5.0,5.0,5.0
1,0,male,28.0,1,0,82.1708,C,0,Mr,,28.0,28.0,28.0,28.0,28.0,2.0,2.0,3.0,3.0,3.0
1,1,female,,1,0,82.1708,C,1,Mrs,,35.0,53.0,33.0,28.0,17.0,3.0,3.0,2.0,2.0,2.0
1,0,male,65.0,0,0,26.55,S,0,Mr,E,65.0,65.0,65.0,65.0,65.0,5.0,5.0,5.0,5.0,5.0
1,0,male,44.0,2,0,90.0,Q,0,Rare Title,C,44.0,44.0,44.0,44.0,44.0,3.0,3.0,3.0,3.0,3.0
1,1,female,33.0,1,0,90.0,Q,1,Miss,C,33.0,33.0,33.0,33.0,33.0,3.0,3.0,3.0,3.0,3.0
1,1,female,37.0,1,0,90.0,Q,1,Mrs,C,37.0,37.0,37.0,37.0,37.0,3.0,3.0,3.0,3.0,3.0
1,1,male,30.0,1,0,57.75,C,1,Mr,C,30.0,30.0,30.0,30.0,30.0,3.0,3.0,3.0,3.0,3.0
1,0,male,55.0,0,0,30.5,S,0,Mr,C,55.0,55.0,55.0,55.0,55.0,3.0,3.0,3.0,3.0,3.0
1,0,male,47.0,0,0,42.4,S,0,Mr,,47.0,47.0,47.0,47.0,47.0,3.0,2.0,3.0,3.0,3.0
1,0,male,37.0,0,1,29.7,C,0,Mr,C,37.0,37.0,37.0,37.0,37.0,3.0,3.0,3.0,3.0,3.0
1,1,female,31.0,1,0,113.275,C,1,Miss,D,31.0,31.0,31.0,31.0,31.0,4.0,4.0,4.0,4.0,4.0
1,1,female,23.0,1,0,113.275,C,1,Miss,D,23.0,23.0,23.0,23.0,23.0,4.0,4.0,4.0,4.0,4.0
1,0,male,58.0,0,2,113.275,C,0,Mr,D,58.0,58.0,58.0,58.0,58.0,4.0,4.0,4.0,4.0,4.0
1,1,female,19.0,0,2,26.2833,S,1,Miss,D,19.0,19.0,19.0,19.0,19.0,4.0,4.0,4.0,4.0,4.0
1,0,male,64.0,0,0,26.0,S,0,Mr,,64.0,64.0,64.0,64.0,64.0,3.0,3.0,2.0,3.0,2.0
1,1,female,39.0,0,0,108.9,C,1,Rare Title,C,39.0,39.0,39.0,39.0,39.0,3.0,3.0,3.0,3.0,3.0
1,1,male,,0,0,25.7417,C,1,Mr,,50.0,54.0,40.0,35.0,34.0,2.0,2.0,3.0,2.0,1.0
1,1,female,22.0,0,1,61.9792,C,1,Miss,B,22.0,22.0,22.0,22.0,22.0,2.0,2.0,2.0,2.0,2.0
1,0,male,65.0,0,1,61.9792,C,0,Mr,B,65.0,65.0,65.0,65.0,65.0,2.0,2.0,2.0,2.0,2.0
1,0,male,28.5,0,0,27.7208,C,0,Mr,D,28.5,28.5,28.5,28.5,28.5,4.0,4.0,4.0,4.0,4.0
1,0,male,,0,0,0.0,S,0,Mr,,37.0,52.0,48.0,24.0,51.0,3.0,2.0,2.0,3.0,2.0
1,0,male,45.5,0,0,28.5,S,0,Mr,C,45.5,45.5,45.5,45.5,45.5,3.0,3.0,3.0,3.0,3.0
1,0,male,23.0,0,0,93.5,S,0,Mr,B,23.0,23.0,23.0,23.0,23.0,2.0,2.0,2.0,2.0,2.0
1,0,male,29.0,1,0,66.6,S,0,Mr,C,29.0,29.0,29.0,29.0,29.0,3.0,3.0,3.0,3.0,3.0
1,1,female,22.0,1,0,66.6,S,1,Mrs,C,22.0,22.0,22.0,22.0,22.0,3.0,3.0,3.0,3.0,3.0
1,0,male,18.0,1,0,108.9,C,0,Mr,C,18.0,18.0,18.0,18.0,18.0,3.0,3.0,3.0,3.0,3.0
1,1,female,17.0,1,0,108.9,C,1,Mrs,C,17.0,17.0,17.0,17.0,17.0,3.0,3.0,3.0,3.0,3.0
1,1,female,30.0,0,0,93.5,S,1,Miss,B,30.0,30.0,30.0,30.0,30.0,2.0,2.0,2.0,2.0,2.0
1,1,male,52.0,0,0,30.5,S,1,Rare Title,C,52.0,52.0,52.0,52.0,52.0,3.0,3.0,3.0,3.0,3.0
1,0,male,47.0,0,0,52.0,S,0,Mr,C,47.0,47.0,47.0,47.0,47.0,3.0,3.0,3.0,3.0,3.0
1,1,female,56.0,0,1,83.1583,C,1,Mrs,C,56.0,56.0,56.0,56.0,56.0,3.0,3.0,3.0,3.0,3.0
1,0,male,38.0,0,0,0.0,S,0,Rare Title,,38.0,38.0,38.0,38.0,38.0,3.0,2.0,1.0,2.0,2.0
1,1,male,,0,0,39.6,S,1,Mr,,45.0,50.0,24.0,40.5,25.0,3.0,3.0,3.0,4.0,3.0
1,0,male,22.0,0,0,135.6333,C,0,Mr,,22.0,22.0,22.0,22.0,22.0,2.0,2.0,2.0,2.0,2.0
1,0,male,,0,0,227.525,C,0,Mr,,55.0,57.0,26.0,54.0,50.0,5.0,2.0,2.0,3.0,2.0
1,1,female,43.0,0,1,211.3375,S,1,Mrs,B,43.0,43.0,43.0,43.0,43.0,2.0,2.0,2.0,2.0,2.0
1,0,male,31.0,0,0,50.4958,S,0,Mr,A,31.0,31.0,31.0,31.0,31.0,1.0,1.0,1.0,1.0,1.0
1,1,male,45.0,0,0,26.55,S,1,Mr,,45.0,45.0,45.0,45.0,45.0,3.0,2.0,3.0,3.0,2.0
1,0,male,,0,0,50.0,S,0,Mr,A,64.0,70.0,28.0,34.0,52.0,1.0,1.0,1.0,1.0,1.0
1,1,female,33.0,0,0,27.7208,C,1,Miss,A,33.0,33.0,33.0,33.0,33.0,1.0,1.0,1.0,1.0,1.0
1,0,male,46.0,0,0,79.2,C,0,Mr,,46.0,46.0,46.0,46.0,46.0,4.0,3.0,2.0,1.0,1.0
1,0,male,36.0,0,0,40.125,C,0,Mr,A,36.0,36.0,36.0,36.0,36.0,1.0,1.0,1.0,1.0,1.0
1,1,female,33.0,0,0,86.5,S,1,Rare Title,B,33.0,33.0,33.0,33.0,33.0,2.0,2.0,2.0,2.0,2.0
1,0,male,55.0,1,0,59.4,C,0,Mr,,55.0,55.0,55.0,55.0,55.0,2.0,2.0,2.0,4.0,2.0
1,1,female,54.0,1,0,59.4,C,1,Mrs,,54.0,54.0,54.0,54.0,54.0,3.0,2.0,1.0,4.0,1.0
1,0,male,33.0,0,0,26.55,S,0,Mr,,33.0,33.0,33.0,33.0,33.0,4.0,2.0,2.0,3.0,2.0
1,1,male,13.0,2,2,262.375,C,1,Master,B,13.0,13.0,13.0,13.0,13.0,2.0,2.0,2.0,2.0,2.0
1,1,female,18.0,2,2,262.375,C,1,Miss,B,18.0,18.0,18.0,18.0,18.0,2.0,2.0,2.0,2.0,2.0
1,1,female,21.0,2,2,262.375,C,1,Miss,B,21.0,21.0,21.0,21.0,21.0,2.0,2.0,2.0,2.0,2.0
1,0,male,61.0,1,3,262.375,C,0,Mr,B,61.0,61.0,61.0,61.0,61.0,2.0,2.0,2.0,2.0,2.0
1,1,female,48.0,1,3,262.375,C,1,Mrs,B,48.0,48.0,48.0,48.0,48.0,2.0,2.0,2.0,2.0,2.0
1,1,male,,0,0,30.5,S,1,Mr,C,54.0,62.0,35.0,50.0,50.0,3.0,3.0,3.0,3.0,3.0
1,1,female,24.0,0,0,69.3,C,1,Miss,B,24.0,24.0,24.0,24.0,24.0,2.0,2.0,2.0,2.0,2.0
1,1,male,,0,0,26.0,S,1,Mr,,23.0,33.0,24.0,26.0,50.0,4.0,2.0,2.0,3.0,2.0
1,1,female,35.0,1,0,57.75,C,1,Mrs,C,35.0,35.0,35.0,35.0,35.0,3.0,3.0,3.0,3.0,3.0
1,1,female,30.0,0,0,31.0,C,1,Miss,,30.0,30.0,30.0,30.0,30.0,3.0,3.0,2.0,3.0,1.0
1,1,male,34.0,0,0,26.55,S,1,Mr,,34.0,34.0,34.0,34.0,34.0,2.0,2.0,1.0,3.0,3.0
1,1,female,40.0,0,0,153.4625,S,1,Miss,C,40.0,40.0,40.0,40.0,40.0,3.0,3.0,3.0,3.0,3.0
1,1,male,35.0,0,0,26.2875,S,1,Mr,E,35.0,35.0,35.0,35.0,35.0,5.0,5.0,5.0,5.0,5.0
1,0,male,50.0,1,0,55.9,S,0,Mr,E,50.0,50.0,50.0,50.0,50.0,5.0,5.0,5.0,5.0,5.0
1,1,female,39.0,1,0,55.9,S,1,Mrs,E,39.0,39.0,39.0,39.0,39.0,5.0,5.0,5.0,5.0,5.0
1,1,male,56.0,0,0,35.5,C,1,Rare Title,A,56.0,56.0,56.0,56.0,56.0,1.0,1.0,1.0,1.0,1.0
1,1,male,28.0,0,0,35.5,S,1,Mr,A,28.0,28.0,28.0,28.0,28.0,1.0,1.0,1.0,1.0,1.0
1,0,male,56.0,0,0,26.55,S,0,Mr,,56.0,56.0,56.0,56.0,56.0,2.0,2.0,3.0,3.0,3.0
1,0,male,56.0,0,0,30.6958,C,0,Mr,A,56.0,56.0,56.0,56.0,56.0,1.0,1.0,1.0,1.0,1.0
1,0,male,24.0,1,0,60.0,S,0,Mr,C,24.0,24.0,24.0,24.0,24.0,3.0,3.0,3.0,3.0,3.0
1,0,male,,0,0,26.0,S,0,Mr,A,47.0,63.0,64.0,29.0,53.0,1.0,1.0,1.0,1.0,1.0
1,1,female,18.0,1,0,60.0,S,1,Mrs,C,18.0,18.0,18.0,18.0,18.0,3.0,3.0,3.0,3.0,3.0
1,1,male,24.0,1,0,82.2667,S,1,Mr,B,24.0,24.0,24.0,24.0,24.0,2.0,2.0,2.0,2.0,2.0
1,1,female,23.0,1,0,82.2667,S,1,Mrs,B,23.0,23.0,23.0,23.0,23.0,2.0,2.0,2.0,2.0,2.0
1,1,male,6.0,0,2,134.5,C,1,Master,E,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0
1,1,male,45.0,1,1,134.5,C,1,Mr,E,45.0,45.0,45.0,45.0,45.0,5.0,5.0,5.0,5.0,5.0
1,1,female,40.0,1,1,134.5,C,1,Mrs,E,40.0,40.0,40.0,40.0,40.0,5.0,5.0,5.0,5.0,5.0
1,0,male,57.0,1,0,146.5208,C,0,Mr,B,57.0,57.0,57.0,57.0,57.0,2.0,2.0,2.0,2.0,2.0
1,1,female,,1,0,146.5208,C,1,Mrs,B,36.0,58.0,45.0,21.0,24.0,2.0,2.0,2.0,2.0,2.0
1,1,male,32.0,0,0,30.5,C,1,Rare Title,B,32.0,32.0,32.0,32.0,32.0,2.0,2.0,2.0,2.0,2.0
1,0,male,62.0,0,0,26.55,S,0,Mr,C,62.0,62.0,62.0,62.0,62.0,3.0,3.0,3.0,3.0,3.0
1,1,male,54.0,1,0,55.4417,C,1,Mr,C,54.0,54.0,54.0,54.0,54.0,3.0,3.0,3.0,3.0,3.0
1,1,female,43.0,1,0,55.4417,C,1,Mrs,C,43.0,43.0,43.0,43.0,43.0,3.0,3.0,3.0,3.0,3.0
1,1,female,52.0,1,0,78.2667,C,1,Mrs,D,52.0,52.0,52.0,52.0,52.0,4.0,4.0,4.0,4.0,4.0
1,0,male,,0,0,27.7208,C,0,Mr,,37.0,62.0,44.0,35.0,64.0,2.0,3.0,2.0,2.0,1.0
1,1,female,62.0,0,0,80.0,S,1,Mrs,B,62.0,62.0,62.0,62.0,62.0,2.0,2.0,2.0,2.0,2.0
1,0,male,67.0,1,0,221.7792,S,0,Mr,C,67.0,67.0,67.0,67.0,67.0,3.0,3.0,3.0,3.0,3.0
1,0,female,63.0,1,0,221.7792,S,0,Mrs,C,63.0,63.0,63.0,63.0,63.0,3.0,3.0,3.0,3.0,3.0
1,0,male,61.0,0,0,32.3208,S,0,Mr,D,61.0,61.0,61.0,61.0,61.0,4.0,4.0,4.0,4.0,4.0
1,1,female,48.0,0,0,25.9292,S,1,Mrs,D,48.0,48.0,48.0,48.0,48.0,4.0,4.0,4.0,4.0,4.0
1,1,female,18.0,0,2,79.65,S,1,Miss,E,18.0,18.0,18.0,18.0,18.0,5.0,5.0,5.0,5.0,5.0
1,0,male,52.0,1,1,79.65,S,0,Mr,E,52.0,52.0,52.0,52.0,52.0,5.0,5.0,5.0,5.0,5.0
1,1,female,39.0,1,1,79.65,S,1,Mrs,E,39.0,39.0,39.0,39.0,39.0,5.0,5.0,5.0,5.0,5.0
1,1,male,48.0,1,0,52.0,S,1,Mr,C,48.0,48.0,48.0,48.0,48.0,3.0,3.0,3.0,3.0,3.0
1,1,female,,1,0,52.0,S,1,Mrs,C,25.0,37.0,45.0,22.0,31.0,3.0,3.0,3.0,3.0,3.0
1,0,male,49.0,1,1,110.8833,C,0,Mr,C,49.0,49.0,49.0,49.0,49.0,3.0,3.0,3.0,3.0,3.0
1,1,male,17.0,0,2,110.8833,C,1,Mr,C,17.0,17.0,17.0,17.0,17.0,3.0,3.0,3.0,3.0,3.0
1,1,female,39.0,1,1,110.8833,C,1,Mrs,C,39.0,39.0,39.0,39.0,39.0,3.0,3.0,3.0,3.0,3.0
1,1,female,,0,0,79.2,C,1,Mrs,,24.0,58.0,35.0,25.0,39.0,2.0,2.0,2.0,3.0,2.0
1,1,male,31.0,0,0,28.5375,C,1,Mr,C,31.0,31.0,31.0,31.0,31.0,3.0,3.0,3.0,3.0,3.0
1,0,male,40.0,0,0,27.7208,C,0,Rare Title,,40.0,40.0,40.0,40.0,40.0,3.0,2.0,1.0,3.0,2.0
1,0,male,61.0,0,0,33.5,S,0,Mr,B,61.0,61.0,61.0,61.0,61.0,2.0,2.0,2.0,2.0,2.0
1,0,male,47.0,0,0,34.0208,S,0,Mr,D,47.0,47.0,47.0,47.0,47.0,4.0,4.0,4.0,4.0,4.0
1,1,female,35.0,0,0,512.3292,C,1,Miss,,35.0,35.0,35.0,35.0,35.0,4.0,3.0,2.0,3.0,2.0
1,0,male,64.0,1,0,75.25,C,0,Mr,D,64.0,64.0,64.0,64.0,64.0,4.0,4.0,4.0,4.0,4.0
1,1,female,60.0,1,0,75.25,C,1,Mrs,D,60.0,60.0,60.0,60.0,60.0,4.0,4.0,4.0,4.0,4.0
1,0,male,60.0,0,0,26.55,S,0,Rare Title,,60.0,60.0,60.0,60.0,60.0,4.0,3.0,3.0,3.0,2.0
1,0,male,54.0,0,1,77.2875,S,0,Mr,D,54.0,54.0,54.0,54.0,54.0,4.0,4.0,4.0,4.0,4.0
1,0,male,21.0,0,1,77.2875,S,0,Mr,D,21.0,21.0,21.0,21.0,21.0,4.0,4.0,4.0,4.0,4.0
1,1,female,55.0,0,0,135.6333,C,1,Mrs,C,55.0,55.0,55.0,55.0,55.0,3.0,3.0,3.0,3.0,3.0
1,1,female,31.0,0,2,164.8667,S,1,Miss,C,31.0,31.0,31.0,31.0,31.0,3.0,3.0,3.0,3.0,3.0
1,0,male,57.0,1,1,164.8667,S,0,Mr,,57.0,57.0,57.0,57.0,57.0,4.0,2.0,2.0,4.0,2.0
1,1,female,45.0,1,1,164.8667,S,1,Mrs,,45.0,45.0,45.0,45.0,45.0,3.0,2.0,1.0,3.0,2.0
1,0,male,50.0,1,1,211.5,C,0,Mr,C,50.0,50.0,50.0,50.0,50.0,3.0,3.0,3.0,3.0,3.0
1,0,male,27.0,0,2,211.5,C,0,Mr,C,27.0,27.0,27.0,27.0,27.0,3.0,3.0,3.0,3.0,3.0
1,1,female,50.0,1,1,211.5,C,1,Mrs,C,50.0,50.0,50.0,50.0,50.0,3.0,3.0,3.0,3.0,3.0
1,1,female,21.0,0,0,26.55,S,1,Miss,,21.0,21.0,21.0,21.0,21.0,3.0,2.0,2.0,3.0,4.0
1,0,male,51.0,0,1,61.3792,C,0,Mr,,51.0,51.0,51.0,51.0,51.0,3.0,2.0,3.0,1.0,1.0
1,1,male,21.0,0,1,61.3792,C,1,Mr,,21.0,21.0,21.0,21.0,21.0,4.0,2.0,3.0,3.0,3.0
1,0,male,,0,0,35.0,S,0,Mr,C,30.0,37.0,54.0,18.0,50.0,3.0,3.0,3.0,3.0,3.0
1,1,female,31.0,0,0,134.5,C,1,Miss,E,31.0,31.0,31.0,31.0,31.0,5.0,5.0,5.0,5.0,5.0
1,1,male,,0,0,35.5,S,1,Mr,C,30.0,50.0,2.0,50.0,27.0,3.0,3.0,3.0,3.0,3.0
1,0,male,62.0,0,0,26.55,S,0,Mr,,62.0,62.0,62.0,62.0,62.0,3.0,2.0,3.0,5.0,3.0
1,1,female,36.0,0,0,135.6333,C,1,Miss,C,36.0,36.0,36.0,36.0,36.0,3.0,3.0,3.0,3.0,3.0
2,0,male,30.0,1,0,24.0,C,0,Mr,,30.0,30.0,30.0,30.0,30.0,5.0,2.0,3.0,5.0,3.0
2,1,female,28.0,1,0,24.0,C,1,Mrs,,28.0,28.0,28.0,28.0,28.0,5.0,2.0,3.0,6.0,2.0
2,0,male,30.0,0,0,13.0,S,0,Mr,,30.0,30.0,30.0,30.0,30.0,6.0,2.0,3.0,5.0,2.0
2,0,male,18.0,0,0,11.5,S,0,Mr,,18.0,18.0,18.0,18.0,18.0,5.0,3.0,4.0,5.0,3.0
2,0,male,25.0,0,0,10.5,S,0,Mr,,25.0,25.0,25.0,25.0,25.0,6.0,1.0,4.0,6.0,3.0
2,0,male,34.0,1,0,26.0,S,0,Mr,,34.0,34.0,34.0,34.0,34.0,6.0,1.0,3.0,5.0,3.0
2,1,female,36.0,1,0,26.0,S,1,Mrs,,36.0,36.0,36.0,36.0,36.0,6.0,2.0,3.0,5.0,3.0
2,0,male,57.0,0,0,13.0,S,0,Mr,,57.0,57.0,57.0,57.0,57.0,6.0,2.0,4.0,5.0,4.0
2,0,male,18.0,0,0,11.5,S,0,Mr,,18.0,18.0,18.0,18.0,18.0,6.0,1.0,4.0,6.0,3.0
2,0,male,23.0,0,0,10.5,S,0,Mr,,23.0,23.0,23.0,23.0,23.0,5.0,1.0,4.0,6.0,4.0
2,1,female,36.0,0,0,13.0,S,1,Mrs,D,36.0,36.0,36.0,36.0,36.0,4.0,4.0,4.0,4.0,4.0
2,0,male,28.0,0,0,10.5,S,0,Mr,,28.0,28.0,28.0,28.0,28.0,5.0,3.0,3.0,5.0,3.0
2,0,male,51.0,0,0,12.525,S,0,Rare Title,,51.0,51.0,51.0,51.0,51.0,6.0,2.0,3.0,3.0,1.0
2,1,male,32.0,1,0,26.0,S,1,Mr,,32.0,32.0,32.0,32.0,32.0,6.0,3.0,4.0,5.0,4.0
2,1,female,19.0,1,0,26.0,S,1,Mrs,,19.0,19.0,19.0,19.0,19.0,6.0,1.0,3.0,6.0,4.0
2,0,male,28.0,0,0,26.0,S,0,Mr,,28.0,28.0,28.0,28.0,28.0,5.0,3.0,4.0,6.0,3.0
2,1,male,1.0,2,1,39.0,S,1,Master,F,1.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0
2,1,female,4.0,2,1,39.0,S,1,Miss,F,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0
2,1,female,12.0,2,1,39.0,S,1,Miss,F,12.0,12.0,12.0,12.0,12.0,6.0,6.0,6.0,6.0,6.0
2,1,female,36.0,0,3,39.0,S,1,Mrs,F,36.0,36.0,36.0,36.0,36.0,6.0,6.0,6.0,6.0,6.0
2,1,male,34.0,0,0,13.0,S,1,Mr,D,34.0,34.0,34.0,34.0,34.0,4.0,4.0,4.0,4.0,4.0
2,1,female,19.0,0,0,13.0,S,1,Miss,,19.0,19.0,19.0,19.0,19.0,6.0,2.0,4.0,6.0,6.0
2,0,male,23.0,0,0,13.0,S,0,Mr,,23.0,23.0,23.0,23.0,23.0,6.0,3.0,4.0,6.0,4.0
2,0,male,26.0,0,0,13.0,S,0,Mr,,26.0,26.0,26.0,26.0,26.0,6.0,2.0,3.0,5.0,3.0
2,0,male,42.0,0,0,13.0,S,0,Mr,,42.0,42.0,42.0,42.0,42.0,6.0,1.0,3.0,6.0,2.0
2,0,male,27.0,0,0,13.0,S,0,Mr,,27.0,27.0,27.0,27.0,27.0,5.0,1.0,3.0,5.0,3.0
2,1,female,24.0,0,0,13.0,S,1,Miss,F,24.0,24.0,24.0,24.0,24.0,6.0,6.0,6.0,6.0,6.0
2,1,female,15.0,0,2,39.0,S,1,Miss,,15.0,15.0,15.0,15.0,15.0,6.0,3.0,3.0,6.0,4.0
2,0,male,60.0,1,1,39.0,S,0,Mr,,60.0,60.0,60.0,60.0,60.0,6.0,2.0,2.0,6.0,3.0
2,1,female,40.0,1,1,39.0,S,1,Mrs,,40.0,40.0,40.0,40.0,40.0,6.0,3.0,3.0,6.0,4.0
2,1,female,20.0,1,0,26.0,S,1,Miss,,20.0,20.0,20.0,20.0,20.0,6.0,3.0,3.0,6.0,6.0
2,0,male,25.0,1,0,26.0,S,0,Mr,,25.0,25.0,25.0,25.0,25.0,5.0,3.0,3.0,6.0,3.0
2,1,female,36.0,0,0,13.0,S,1,Miss,,36.0,36.0,36.0,36.0,36.0,5.0,5.0,3.0,6.0,4.0
2,0,male,25.0,0,0,13.0,S,0,Mr,,25.0,25.0,25.0,25.0,25.0,6.0,1.0,4.0,6.0,3.0
2,0,male,42.0,0,0,13.0,S,0,Rare Title,,42.0,42.0,42.0,42.0,42.0,6.0,3.0,2.0,3.0,3.0
2,1,female,42.0,0,0,13.0,S,0,Mrs,,42.0,42.0,42.0,42.0,42.0,6.0,1.0,4.0,2.0,3.0
2,1,male,0.8333,0,2,29.0,S,1,Master,,0.8333,0.8333,0.8333,0.8333,0.8333,5.0,2.0,4.0,5.0,3.0
2,1,male,26.0,1,1,29.0,S,1,Mr,,26.0,26.0,26.0,26.0,26.0,6.0,2.0,2.0,5.0,4.0
2,1,female,22.0,1,1,29.0,S,1,Mrs,,22.0,22.0,22.0,22.0,22.0,6.0,1.0,3.0,6.0,6.0
2,1,female,35.0,0,0,21.0,S,1,Miss,,35.0,35.0,35.0,35.0,35.0,6.0,3.0,3.0,6.0,4.0
2,0,male,,0,0,0.0,S,0,Mr,,63.0,25.0,35.0,35.0,38.0,6.0,3.0,3.0,5.0,3.0
2,0,male,19.0,0,0,13.0,S,0,Mr,,19.0,19.0,19.0,19.0,19.0,6.0,3.0,3.0,5.0,3.0
2,0,female,44.0,1,0,26.0,S,0,Mrs,,44.0,44.0,44.0,44.0,44.0,6.0,3.0,6.0,6.0,4.0
2,0,male,54.0,1,0,26.0,S,0,Rare Title,,54.0,54.0,54.0,54.0,54.0,6.0,2.0,2.0,3.0,4.0
2,0,male,52.0,0,0,13.5,S,0,Mr,,52.0,52.0,52.0,52.0,52.0,6.0,2.0,3.0,5.0,3.0
2,0,male,37.0,1,0,26.0,S,0,Mr,,37.0,37.0,37.0,37.0,37.0,6.0,3.0,3.0,6.0,3.0
2,0,female,29.0,1,0,26.0,S,0,Mrs,,29.0,29.0,29.0,29.0,29.0,6.0,2.0,4.0,5.0,4.0
2,1,female,25.0,1,1,30.0,S,1,Miss,,25.0,25.0,25.0,25.0,25.0,5.0,5.0,3.0,5.0,6.0
2,1,female,45.0,0,2,30.0,S,1,Mrs,,45.0,45.0,45.0,45.0,45.0,6.0,3.0,2.0,4.0,2.0
2,0,male,29.0,1,0,26.0,S,0,Mr,,29.0,29.0,29.0,29.0,29.0,5.0,1.0,4.0,5.0,6.0
2,1,female,28.0,1,0,26.0,S,1,Mrs,,28.0,28.0,28.0,28.0,28.0,6.0,1.0,2.0,6.0,4.0
2,0,male,29.0,0,0,10.5,S,0,Mr,,29.0,29.0,29.0,29.0,29.0,6.0,1.0,4.0,6.0,4.0
2,0,male,28.0,0,0,13.0,S,0,Mr,,28.0,28.0,28.0,28.0,28.0,6.0,3.0,4.0,6.0,4.0
2,1,male,24.0,0,0,10.5,S,1,Mr,,24.0,24.0,24.0,24.0,24.0,5.0,3.0,2.0,6.0,3.0
2,1,female,8.0,0,2,26.25,S,1,Miss,,8.0,8.0,8.0,8.0,8.0,6.0,4.0,2.0,6.0,6.0
2,0,male,31.0,1,1,26.25,S,0,Mr,,31.0,31.0,31.0,31.0,31.0,6.0,2.0,3.0,5.0,4.0
2,1,female,31.0,1,1,26.25,S,1,Mrs,,31.0,31.0,31.0,31.0,31.0,6.0,2.0,3.0,5.0,4.0
2,1,female,22.0,0,0,10.5,S,1,Mrs,F,22.0,22.0,22.0,22.0,22.0,6.0,6.0,6.0,6.0,6.0
2,0,female,30.0,0,0,13.0,S,0,Mrs,,30.0,30.0,30.0,30.0,30.0,6.0,1.0,4.0,6.0,3.0
2,0,female,,0,0,21.0,S,0,Mrs,,61.0,53.0,25.0,36.0,39.0,6.0,2.0,6.0,6.0,3.0
2,0,male,21.0,0,0,11.5,S,0,Mr,,21.0,21.0,21.0,21.0,21.0,6.0,3.0,4.0,6.0,3.0
2,0,male,,0,0,0.0,S,0,Mr,,34.0,39.0,35.0,35.0,42.0,6.0,3.0,3.0,5.0,3.0
2,1,male,8.0,1,1,36.75,S,1,Master,,8.0,8.0,8.0,8.0,8.0,6.0,3.0,4.0,5.0,3.0
2,0,male,18.0,0,0,73.5,S,0,Mr,,18.0,18.0,18.0,18.0,18.0,5.0,2.0,4.0,6.0,3.0
2,1,female,48.0,0,2,36.75,S,1,Mrs,,48.0,48.0,48.0,48.0,48.0,6.0,2.0,4.0,5.0,3.0
2,1,female,28.0,0,0,13.0,S,1,Miss,,28.0,28.0,28.0,28.0,28.0,6.0,4.0,3.0,5.0,4.0
2,0,male,32.0,0,0,13.0,S,0,Mr,,32.0,32.0,32.0,32.0,32.0,5.0,2.0,3.0,4.0,3.0
2,0,male,17.0,0,0,73.5,S,0,Mr,,17.0,17.0,17.0,17.0,17.0,5.0,2.0,4.0,4.0,3.0
2,0,male,29.0,1,0,27.7208,C,0,Mr,,29.0,29.0,29.0,29.0,29.0,6.0,2.0,3.0,5.0,2.0
2,1,female,24.0,1,0,27.7208,C,1,Mrs,,24.0,24.0,24.0,24.0,24.0,6.0,2.0,3.0,6.0,4.0
2,0,male,25.0,0,0,31.5,S,0,Mr,,25.0,25.0,25.0,25.0,25.0,6.0,3.0,3.0,6.0,3.0
2,0,male,18.0,0,0,73.5,S,0,Mr,,18.0,18.0,18.0,18.0,18.0,5.0,2.0,3.0,4.0,3.0
2,1,female,18.0,0,1,23.0,S,0,Miss,,18.0,18.0,18.0,18.0,18.0,6.0,2.0,3.0,2.0,2.0
2,1,female,34.0,0,1,23.0,S,0,Mrs,,34.0,34.0,34.0,34.0,34.0,6.0,2.0,2.0,3.0,4.0
2,0,male,54.0,0,0,26.0,S,0,Mr,,54.0,54.0,54.0,54.0,54.0,6.0,2.0,2.0,6.0,3.0
2,1,male,8.0,0,2,32.5,S,1,Master,,8.0,8.0,8.0,8.0,8.0,6.0,2.0,4.0,6.0,2.0
2,0,male,42.0,1,1,32.5,S,0,Mr,,42.0,42.0,42.0,42.0,42.0,5.0,3.0,2.0,5.0,4.0
2,1,female,34.0,1,1,32.5,S,1,Mrs,,34.0,34.0,34.0,34.0,34.0,6.0,3.0,2.0,6.0,4.0
2,1,female,27.0,1,0,13.8583,C,1,Miss,,27.0,27.0,27.0,27.0,27.0,5.0,2.0,2.0,6.0,4.0
2,1,female,30.0,1,0,13.8583,C,1,Miss,,30.0,30.0,30.0,30.0,30.0,6.0,1.0,3.0,6.0,4.0
2,0,male,23.0,0,0,13.0,S,0,Mr,,23.0,23.0,23.0,23.0,23.0,5.0,1.0,3.0,6.0,3.0
2,0,male,21.0,0,0,13.0,S,0,Mr,,21.0,21.0,21.0,21.0,21.0,6.0,1.0,3.0,6.0,3.0
